2023-12-05 20:58:21.698080 77
2023-12-05 20:58:21.738816 54
2023-12-05 20:58:21.747751 62
2023-12-05 20:58:21.797892 145
2023-12-05 20:58:21.798011 54
2023-12-05 20:58:21.811631 82
2023-12-05 20:58:21.842255 118
2023-12-05 20:58:21.842255 60
2023-12-05 20:58:21.894920 54
2023-12-05 20:58:21.947824 150
2023-12-05 20:58:21.997565 118
2023-12-05 20:58:21.997742 54
2023-12-05 20:58:22.097811 170
2023-12-05 20:58:22.142922 126
2023-12-05 20:58:22.143133 54
2023-12-05 20:58:22.199334 95
2023-12-05 20:58:22.243407 137
2023-12-05 20:58:22.243526 54
2023-12-05 20:58:22.291561 85
2023-12-05 20:58:22.343455 95
2023-12-05 20:58:22.343581 54
2023-12-05 20:58:22.394732 137
2023-12-05 20:58:22.438230 54
2023-12-05 20:58:22.443313 85
2023-12-05 20:58:22.484763 54
2023-12-05 20:58:22.493844 103
2023-12-05 20:58:22.545039 122
2023-12-05 20:58:22.545271 54
2023-12-05 20:58:22.593505 96
2023-12-05 20:58:22.640174 54
2023-12-05 20:58:22.643573 62
2023-12-05 20:58:22.680241 265
2023-12-05 20:58:22.680383 54
2023-12-05 20:58:22.741278 77
2023-12-05 20:58:22.787730 62
2023-12-05 20:58:22.788022 54
2023-12-05 20:58:22.817945 82
2023-12-05 20:58:22.841047 150
2023-12-05 20:58:22.841047 60
2023-12-05 20:58:22.889835 54
2023-12-05 20:58:22.904815 118
2023-12-05 20:58:22.951129 54
2023-12-05 20:58:22.991032 150
2023-12-05 20:58:23.040754 138
2023-12-05 20:58:23.040904 54
2023-12-05 20:58:23.136789 170
2023-12-05 20:58:23.184835 115
2023-12-05 20:58:23.184943 54
2023-12-05 20:58:23.239297 95
2023-12-05 20:58:23.279761 54
2023-12-05 20:58:23.289619 142
2023-12-05 20:58:23.339725 85
2023-12-05 20:58:23.339887 54
2023-12-05 20:58:23.389895 95
2023-12-05 20:58:23.435458 54
2023-12-05 20:58:23.439489 137
2023-12-05 20:58:23.481757 54
2023-12-05 20:58:23.489364 74
2023-12-05 20:58:23.539270 103
2023-12-05 20:58:23.539610 54
2023-12-05 20:58:23.589420 136
2023-12-05 20:58:23.635294 54
2023-12-05 20:58:23.639627 77
2023-12-05 20:58:23.683601 62
2023-12-05 20:58:23.683785 54
2023-12-05 20:58:23.732768 117
2023-12-05 20:58:23.776360 54
2023-12-05 20:58:23.777398 65
